id,site,data,titulo_original,subtitulo_original,texto_original,url,pipeline_nlp,analise_sentimento
844,Jovem Pan,2022-02-19 10:53:00,Mudanças climáticas devem tornar as tragédias ambientais mais frequentes; entenda,,Mudanças climáticas devem tornar as tragédias ambientais mais frequentes; entenda ,,"{'etapa_1_limpeza': 'Mudanças climáticas devem tornar as tragédias ambientais mais frequentes; entenda', 'etapa_2_normalizacao': 'mudanças climáticas devem tornar as tragédias ambientais mais frequentes; entenda', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'mudanças', 'processado': 'mudança'}, {'original': 'climáticas', 'processado': 'climática'}, {'original': 'devem', 'processado': 'dever'}, {'original': 'tornar', 'processado': 'tornar'}, {'original': 'as', 'processado': 'o'}, {'original': 'tragédias', 'processado': 'tragédia'}, {'original': 'ambientais', 'processado': 'ambiental'}, {'original': 'mais', 'processado': 'mais'}, {'original': 'frequentes', 'processado': 'frequente'}, {'original': 'entenda', 'processado': 'entender'}], 'etapa_5_lista_tokens': ['mudança', 'climática', 'dever', 'tornar', 'o', 'tragédia', 'ambiental', 'mais', 'frequente', 'entender'], 'etapa_6_texto_final': 'mudança climática dever tornar o tragédia ambiental mais frequente entender'}","{'sentimento': 'NEG', 'confianca': 0.6426}"
845,Jovem Pan,2022-02-19 09:31:00,Petrópolis inicia 5º dia de buscas com previsão de chuvas; mortes já chegam a 139,,Petrópolis inicia 5º dia de buscas com previsão de chuvas; mortes já chegam a 139 ,,"{'etapa_1_limpeza': 'Petrópolis inicia 5º dia de buscas com previsão de chuvas; mortes já chegam a 139', 'etapa_2_normalizacao': 'petrópolis inicia 5º dia de buscas com previsão de chuvas; mortes já chegam a 139', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'inicia', 'processado': 'iniciar'}, {'original': '5º', 'processado': '5º'}, {'original': 'dia', 'processado': 'dia'}, {'original': 'de', 'processado': 'de'}, {'original': 'buscas', 'processado': 'busca'}, {'original': 'com', 'processado': 'com'}, {'original': 'previsão', 'processado': 'previsão'}, {'original': 'de', 'processado': 'de'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'mortes', 'processado': 'morte'}, {'original': 'já', 'processado': 'já'}, {'original': 'chegam', 'processado': 'chegar'}, {'original': 'a', 'processado': 'a'}, {'original': '139', 'processado': '139'}], 'etapa_5_lista_tokens': ['petrópoli', 'iniciar', '5º', 'dia', 'de', 'busca', 'com', 'previsão', 'de', 'chuva', 'morte', 'já', 'chegar', 'a', '139'], 'etapa_6_texto_final': 'petrópoli iniciar 5º dia de busca com previsão de chuva morte já chegar a 139'}","{'sentimento': 'NEG', 'confianca': 0.449}"
846,Jovem Pan,2022-02-18 23:13:00,Secretaria da Saúde de Petrópolis alerta para doenças após contato com água de enchentes,,Secretaria da Saúde de Petrópolis alerta para doenças após contato com água de enchentes ,,"{'etapa_1_limpeza': 'Secretaria da Saúde de Petrópolis alerta para doenças após contato com água de enchentes', 'etapa_2_normalizacao': 'secretaria da saúde de petrópolis alerta para doenças após contato com água de enchentes', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'secretaria', 'processado': 'secretaria'}, {'original': 'da', 'processado': 'de o'}, {'original': 'saúde', 'processado': 'saúde'}, {'original': 'de', 'processado': 'de'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'alerta', 'processado': 'alertar'}, {'original': 'para', 'processado': 'para'}, {'original': 'doenças', 'processado': 'doença'}, {'original': 'após', 'processado': 'após'}, {'original': 'contato', 'processado': 'contato'}, {'original': 'com', 'processado': 'com'}, {'original': 'água', 'processado': 'água'}, {'original': 'de', 'processado': 'de'}, {'original': 'enchentes', 'processado': 'enchente'}], 'etapa_5_lista_tokens': ['secretaria', 'de o', 'saúde', 'de', 'petrópoli', 'alertar', 'para', 'doença', 'após', 'contato', 'com', 'água', 'de', 'enchente'], 'etapa_6_texto_final': 'secretaria de o saúde de petrópoli alertar para doença após contato com água de enchente'}","{'sentimento': 'NEG', 'confianca': 0.4396}"
847,Jovem Pan,2022-02-18 10:43:00,Vítimas de deslizamentos começam a ser sepultadas em Petrópolis,,Vítimas de deslizamentos começam a ser sepultadas em Petrópolis ,,"{'etapa_1_limpeza': 'Vítimas de deslizamentos começam a ser sepultadas em Petrópolis', 'etapa_2_normalizacao': 'vítimas de deslizamentos começam a ser sepultadas em petrópolis', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'vítimas', 'processado': 'vítima'}, {'original': 'de', 'processado': 'de'}, {'original': 'deslizamentos', 'processado': 'deslizamento'}, {'original': 'começam', 'processado': 'começar'}, {'original': 'a', 'processado': 'a'}, {'original': 'ser', 'processado': 'ser'}, {'original': 'sepultadas', 'processado': 'sepultar'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}], 'etapa_5_lista_tokens': ['vítima', 'de', 'deslizamento', 'começar', 'a', 'ser', 'sepultar', 'em', 'petrópoli'], 'etapa_6_texto_final': 'vítima de deslizamento começar a ser sepultar em petrópoli'}","{'sentimento': 'NEG', 'confianca': 0.4865}"
848,Jovem Pan,2022-02-18 08:08:00,Mortos em Petrópolis chegam a 129 e Defesa Civil alerta para novos deslizamentos,,Mortos em Petrópolis chegam a 129 e Defesa Civil alerta para novos deslizamentos ,,"{'etapa_1_limpeza': 'Mortos em Petrópolis chegam a 129 e Defesa Civil alerta para novos deslizamentos', 'etapa_2_normalizacao': 'mortos em petrópolis chegam a 129 e defesa civil alerta para novos deslizamentos', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'mortos', 'processado': 'morto'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'chegam', 'processado': 'chegar'}, {'original': 'a', 'processado': 'a'}, {'original': '129', 'processado': '129'}, {'original': 'e', 'processado': 'e'}, {'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'alerta', 'processado': 'alertar'}, {'original': 'para', 'processado': 'para'}, {'original': 'novos', 'processado': 'novo'}, {'original': 'deslizamentos', 'processado': 'deslizamento'}], 'etapa_5_lista_tokens': ['morto', 'em', 'petrópoli', 'chegar', 'a', '129', 'e', 'defesa', 'civil', 'alertar', 'para', 'novo', 'deslizamento'], 'etapa_6_texto_final': 'morto em petrópoli chegar a 129 e defesa civil alertar para novo deslizamento'}","{'sentimento': 'NEU', 'confianca': 0.45}"
849,Jovem Pan,2022-02-17 21:34:00,"‘Escapei da morte por um minuto’, diz sobrevivente da tragédia de Petrópolis",,"‘Escapei da morte por um minuto’, diz sobrevivente da tragédia de Petrópolis ",,"{'etapa_1_limpeza': '‘Escapei da morte por um minuto’, diz sobrevivente da tragédia de Petrópolis', 'etapa_2_normalizacao': '‘escapei da morte por um minuto’, diz sobrevivente da tragédia de petrópolis', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'escapei', 'processado': 'escapar'}, {'original': 'da', 'processado': 'de o'}, {'original': 'morte', 'processado': 'morte'}, {'original': 'por', 'processado': 'por'}, {'original': 'um', 'processado': 'um'}, {'original': 'minuto', 'processado': 'minuto'}, {'original': 'diz', 'processado': 'dizer'}, {'original': 'sobrevivente', 'processado': 'sobrevivente'}, {'original': 'da', 'processado': 'de o'}, {'original': 'tragédia', 'processado': 'tragédia'}, {'original': 'de', 'processado': 'de'}, {'original': 'petrópolis', 'processado': 'petrópoli'}], 'etapa_5_lista_tokens': ['escapar', 'de o', 'morte', 'por', 'um', 'minuto', 'dizer', 'sobrevivente', 'de o', 'tragédia', 'de', 'petrópoli'], 'etapa_6_texto_final': 'escapar de o morte por um minuto dizer sobrevivente de o tragédia de petrópoli'}","{'sentimento': 'NEG', 'confianca': 0.447}"
850,Jovem Pan,2022-02-17 20:14:00,São Paulo registra alagamentos em dia de fortes chuvas,,São Paulo registra alagamentos em dia de fortes chuvas ,,"{'etapa_1_limpeza': 'São Paulo registra alagamentos em dia de fortes chuvas', 'etapa_2_normalizacao': 'são paulo registra alagamentos em dia de fortes chuvas', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'registra', 'processado': 'registrar'}, {'original': 'alagamentos', 'processado': 'alagamento'}, {'original': 'em', 'processado': 'em'}, {'original': 'dia', 'processado': 'dia'}, {'original': 'de', 'processado': 'de'}, {'original': 'fortes', 'processado': 'forte'}, {'original': 'chuvas', 'processado': 'chuva'}], 'etapa_5_lista_tokens': ['são', 'paulo', 'registrar', 'alagamento', 'em', 'dia', 'de', 'forte', 'chuva'], 'etapa_6_texto_final': 'são paulo registrar alagamento em dia de forte chuva'}","{'sentimento': 'NEG', 'confianca': 0.4377}"
851,Jovem Pan,2022-02-17 18:11:00,Novo deslizamento provoca evacuação de área em Petrópolis,,Novo deslizamento provoca evacuação de área em Petrópolis ,,"{'etapa_1_limpeza': 'Novo deslizamento provoca evacuação de área em Petrópolis', 'etapa_2_normalizacao': 'novo deslizamento provoca evacuação de área em petrópolis', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'novo', 'processado': 'novo'}, {'original': 'deslizamento', 'processado': 'deslizamento'}, {'original': 'provoca', 'processado': 'provocar'}, {'original': 'evacuação', 'processado': 'evacuação'}, {'original': 'de', 'processado': 'de'}, {'original': 'área', 'processado': 'área'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}], 'etapa_5_lista_tokens': ['novo', 'deslizamento', 'provocar', 'evacuação', 'de', 'área', 'em', 'petrópoli'], 'etapa_6_texto_final': 'novo deslizamento provocar evacuação de área em petrópoli'}","{'sentimento': 'NEG', 'confianca': 0.5259}"
852,Jovem Pan,2022-02-17 17:44:00,"Chuvas voltam a castigar Petrópolis, e Defesa Civil interdita trechos inundados na cidade",,"Chuvas voltam a castigar Petrópolis, e Defesa Civil interdita trechos inundados na cidade ",,"{'etapa_1_limpeza': 'Chuvas voltam a castigar Petrópolis, e Defesa Civil interdita trechos inundados na cidade', 'etapa_2_normalizacao': 'chuvas voltam a castigar petrópolis, e defesa civil interdita trechos inundados na cidade', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'chuvas', 'processado': 'chuva'}, {'original': 'voltam', 'processado': 'voltar'}, {'original': 'a', 'processado': 'a'}, {'original': 'castigar', 'processado': 'castigar'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'e', 'processado': 'e'}, {'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'interdita', 'processado': 'interdita'}, {'original': 'trechos', 'processado': 'trecho'}, {'original': 'inundados', 'processado': 'inundado'}, {'original': 'na', 'processado': 'em o'}, {'original': 'cidade', 'processado': 'cidade'}], 'etapa_5_lista_tokens': ['chuva', 'voltar', 'a', 'castigar', 'petrópoli', 'e', 'defesa', 'civil', 'interdita', 'trecho', 'inundado', 'em o', 'cidade'], 'etapa_6_texto_final': 'chuva voltar a castigar petrópoli e defesa civil interdita trecho inundado em o cidade'}","{'sentimento': 'NEG', 'confianca': 0.4998}"
853,Jovem Pan,2022-02-17 16:53:00,Ao menos 50 animais são resgatados após tragédia em Petrópolis,,Ao menos 50 animais são resgatados após tragédia em Petrópolis ,,"{'etapa_1_limpeza': 'Ao menos 50 animais são resgatados após tragédia em Petrópolis', 'etapa_2_normalizacao': 'ao menos 50 animais são resgatados após tragédia em petrópolis', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'ao', 'processado': 'a o'}, {'original': 'menos', 'processado': 'menos'}, {'original': '50', 'processado': '50'}, {'original': 'animais', 'processado': 'animal'}, {'original': 'são', 'processado': 'ser'}, {'original': 'resgatados', 'processado': 'resgatar'}, {'original': 'após', 'processado': 'após'}, {'original': 'tragédia', 'processado': 'tragédia'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}], 'etapa_5_lista_tokens': ['a o', 'menos', '50', 'animal', 'ser', 'resgatar', 'após', 'tragédia', 'em', 'petrópoli'], 'etapa_6_texto_final': 'a o menos 50 animal ser resgatar após tragédia em petrópoli'}","{'sentimento': 'NEG', 'confianca': 0.4432}"
854,Jovem Pan,2022-02-17 10:49:00,Defesa Civil de Petrópolis emite alerta de fortes chuvas nesta sexta; moradores recebem SMS,,Defesa Civil de Petrópolis emite alerta de fortes chuvas nesta sexta; moradores recebem SMS ,,"{'etapa_1_limpeza': 'Defesa Civil de Petrópolis emite alerta de fortes chuvas nesta sexta; moradores recebem SMS', 'etapa_2_normalizacao': 'defesa civil de petrópolis emite alerta de fortes chuvas nesta sexta; moradores recebem sms', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'de', 'processado': 'de'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'emite', 'processado': 'emite'}, {'original': 'alerta', 'processado': 'alertar'}, {'original': 'de', 'processado': 'de'}, {'original': 'fortes', 'processado': 'forte'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'sexta', 'processado': 'sexta'}, {'original': 'moradores', 'processado': 'morador'}, {'original': 'recebem', 'processado': 'receber'}, {'original': 'sms', 'processado': 'sms'}], 'etapa_5_lista_tokens': ['defesa', 'civil', 'de', 'petrópoli', 'emite', 'alertar', 'de', 'forte', 'chuva', 'em este', 'sexta', 'morador', 'receber', 'sms'], 'etapa_6_texto_final': 'defesa civil de petrópoli emite alertar de forte chuva em este sexta morador receber sms'}","{'sentimento': 'NEU', 'confianca': 0.4674}"
855,Jovem Pan,2022-02-17 10:12:00,"Tragédia em Petrópolis aconteceu por falta de interesse político, afirma pesquisador da USP",,"Tragédia em Petrópolis aconteceu por falta de interesse político, afirma pesquisador da USP ",,"{'etapa_1_limpeza': 'Tragédia em Petrópolis aconteceu por falta de interesse político, afirma pesquisador da USP', 'etapa_2_normalizacao': 'tragédia em petrópolis aconteceu por falta de interesse político, afirma pesquisador da usp', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}, {'texto': 'usp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'tragédia', 'processado': 'tragédiar'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'aconteceu', 'processado': 'acontecer'}, {'original': 'por', 'processado': 'por'}, {'original': 'falta', 'processado': 'falta'}, {'original': 'de', 'processado': 'de'}, {'original': 'interesse', 'processado': 'interesse'}, {'original': 'político', 'processado': 'político'}, {'original': 'afirma', 'processado': 'afirmar'}, {'original': 'pesquisador', 'processado': 'pesquisador'}, {'original': 'da', 'processado': 'de o'}, {'original': 'usp', 'processado': 'usp'}], 'etapa_5_lista_tokens': ['tragédiar', 'em', 'petrópoli', 'acontecer', 'por', 'falta', 'de', 'interesse', 'político', 'afirmar', 'pesquisador', 'de o', 'usp'], 'etapa_6_texto_final': 'tragédiar em petrópoli acontecer por falta de interesse político afirmar pesquisador de o usp'}","{'sentimento': 'NEG', 'confianca': 0.7393}"
856,Jovem Pan,2022-02-17 09:13:00,"Em meio a novas cenas do desastre em Petrópolis, solidariedade alivia sofrimento de vítimas",,"Em meio a novas cenas do desastre em Petrópolis, solidariedade alivia sofrimento de vítimas ",,"{'etapa_1_limpeza': 'Em meio a novas cenas do desastre em Petrópolis, solidariedade alivia sofrimento de vítimas', 'etapa_2_normalizacao': 'em meio a novas cenas do desastre em petrópolis, solidariedade alivia sofrimento de vítimas', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'em', 'processado': 'em'}, {'original': 'meio', 'processado': 'meio'}, {'original': 'a', 'processado': 'a'}, {'original': 'novas', 'processado': 'novo'}, {'original': 'cenas', 'processado': 'cena'}, {'original': 'do', 'processado': 'de o'}, {'original': 'desastre', 'processado': 'desastre'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'solidariedade', 'processado': 'solidariedade'}, {'original': 'alivia', 'processado': 'aliviar'}, {'original': 'sofrimento', 'processado': 'sofrimento'}, {'original': 'de', 'processado': 'de'}, {'original': 'vítimas', 'processado': 'vítima'}], 'etapa_5_lista_tokens': ['em', 'meio', 'a', 'novo', 'cena', 'de o', 'desastre', 'em', 'petrópoli', 'solidariedade', 'aliviar', 'sofrimento', 'de', 'vítima'], 'etapa_6_texto_final': 'em meio a novo cena de o desastre em petrópoli solidariedade aliviar sofrimento de vítima'}","{'sentimento': 'NEG', 'confianca': 0.5189}"
857,Jovem Pan,2022-02-16 19:19:00,Cláudio Castro: chuva que atingiu Petrópolis foi ‘a pior desde 1932’,,Cláudio Castro: chuva que atingiu Petrópolis foi ‘a pior desde 1932’ ,,"{'etapa_1_limpeza': 'Cláudio Castro: chuva que atingiu Petrópolis foi ‘a pior desde 1932’', 'etapa_2_normalizacao': 'cláudio castro: chuva que atingiu petrópolis foi ‘a pior desde 1932’', 'etapa_3_entidades': [{'texto': 'cláudio castro', 'tipo': 'PER'}, {'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'cláudio', 'processado': 'cláudio'}, {'original': 'castro', 'processado': 'castro'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'que', 'processado': 'que'}, {'original': 'atingiu', 'processado': 'atingir'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'foi', 'processado': 'ser'}, {'original': 'a', 'processado': 'o'}, {'original': 'pior', 'processado': 'mau'}, {'original': 'desde', 'processado': 'desde'}, {'original': '1932', 'processado': '1932'}], 'etapa_5_lista_tokens': ['cláudio', 'castro', 'chuva', 'que', 'atingir', 'petrópoli', 'ser', 'o', 'mau', 'desde', '1932'], 'etapa_6_texto_final': 'cláudio castro chuva que atingir petrópoli ser o mau desde 1932'}","{'sentimento': 'NEG', 'confianca': 0.6774}"
858,Jovem Pan,2022-02-16 18:46:00,Cláudio Castro diz que cenário em Petrópolis é de guerra e que sirenes impediram tragédia maior,,Cláudio Castro diz que cenário em Petrópolis é de guerra e que sirenes impediram tragédia maior ,,"{'etapa_1_limpeza': 'Cláudio Castro diz que cenário em Petrópolis é de guerra e que sirenes impediram tragédia maior', 'etapa_2_normalizacao': 'cláudio castro diz que cenário em petrópolis é de guerra e que sirenes impediram tragédia maior', 'etapa_3_entidades': [{'texto': 'cláudio castro', 'tipo': 'PER'}, {'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'cláudio', 'processado': 'cláudio'}, {'original': 'castro', 'processado': 'castro'}, {'original': 'diz', 'processado': 'dizer'}, {'original': 'que', 'processado': 'que'}, {'original': 'cenário', 'processado': 'cenário'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'é', 'processado': 'ser'}, {'original': 'de', 'processado': 'de'}, {'original': 'guerra', 'processado': 'guerra'}, {'original': 'e', 'processado': 'e'}, {'original': 'que', 'processado': 'que'}, {'original': 'sirenes', 'processado': 'sirene'}, {'original': 'impediram', 'processado': 'impedir'}, {'original': 'tragédia', 'processado': 'tragédia'}, {'original': 'maior', 'processado': 'grande'}], 'etapa_5_lista_tokens': ['cláudio', 'castro', 'dizer', 'que', 'cenário', 'em', 'petrópoli', 'ser', 'de', 'guerra', 'e', 'que', 'sirene', 'impedir', 'tragédia', 'grande'], 'etapa_6_texto_final': 'cláudio castro dizer que cenário em petrópoli ser de guerra e que sirene impedir tragédia grande'}","{'sentimento': 'NEG', 'confianca': 0.5774}"
859,Jovem Pan,2022-02-16 17:10:00,Saiba como ajudar as vítimas da chuva na Região Serrana do RJ,,Saiba como ajudar as vítimas da chuva na Região Serrana do RJ ,,"{'etapa_1_limpeza': 'Saiba como ajudar as vítimas da chuva na Região Serrana do RJ', 'etapa_2_normalizacao': 'saiba como ajudar as vítimas da chuva na região serrana do rj', 'etapa_3_entidades': [{'texto': 'saiba', 'tipo': 'LOC'}, {'texto': 'rj', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'saiba', 'processado': 'saber'}, {'original': 'como', 'processado': 'como'}, {'original': 'ajudar', 'processado': 'ajudar'}, {'original': 'as', 'processado': 'o'}, {'original': 'vítimas', 'processado': 'vítima'}, {'original': 'da', 'processado': 'de o'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'na', 'processado': 'em o'}, {'original': 'região', 'processado': 'região'}, {'original': 'serrana', 'processado': 'serrano'}, {'original': 'do', 'processado': 'de o'}, {'original': 'rj', 'processado': 'rj'}], 'etapa_5_lista_tokens': ['saber', 'como', 'ajudar', 'o', 'vítima', 'de o', 'chuva', 'em o', 'região', 'serrano', 'de o', 'rj'], 'etapa_6_texto_final': 'saber como ajudar o vítima de o chuva em o região serrano de o rj'}","{'sentimento': 'NEU', 'confianca': 0.5408}"
860,Jovem Pan,2022-02-16 17:07:00,Tragédia em Petrópolis: Chuva causa deslizamento de terra e arrasta veículos; veja imagens,,Tragédia em Petrópolis: Chuva causa deslizamento de terra e arrasta veículos; veja imagens ,,"{'etapa_1_limpeza': 'Tragédia em Petrópolis: Chuva causa deslizamento de terra e arrasta veículos; veja imagens', 'etapa_2_normalizacao': 'tragédia em petrópolis: chuva causa deslizamento de terra e arrasta veículos; veja imagens', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'tragédia', 'processado': 'tragédiar'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'causa', 'processado': 'causar'}, {'original': 'deslizamento', 'processado': 'deslizamento'}, {'original': 'de', 'processado': 'de'}, {'original': 'terra', 'processado': 'terra'}, {'original': 'e', 'processado': 'e'}, {'original': 'arrasta', 'processado': 'arrasta'}, {'original': 'veículos', 'processado': 'veículo'}, {'original': 'veja', 'processado': 'ver'}, {'original': 'imagens', 'processado': 'imagem'}], 'etapa_5_lista_tokens': ['tragédiar', 'em', 'petrópoli', 'chuva', 'causar', 'deslizamento', 'de', 'terra', 'e', 'arrasta', 'veículo', 'ver', 'imagem'], 'etapa_6_texto_final': 'tragédiar em petrópoli chuva causar deslizamento de terra e arrasta veículo ver imagem'}","{'sentimento': 'NEG', 'confianca': 0.7199}"
861,Jovem Pan,2022-02-16 14:38:00,Veja vídeos das enxurradas e dos deslizamentos de terra em Petrópolis,,Veja vídeos das enxurradas e dos deslizamentos de terra em Petrópolis ,,"{'etapa_1_limpeza': 'Veja vídeos das enxurradas e dos deslizamentos de terra em Petrópolis', 'etapa_2_normalizacao': 'veja vídeos das enxurradas e dos deslizamentos de terra em petrópolis', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'veja', 'processado': 'ver'}, {'original': 'vídeos', 'processado': 'vídeo'}, {'original': 'das', 'processado': 'de o'}, {'original': 'enxurradas', 'processado': 'enxurrada'}, {'original': 'e', 'processado': 'e'}, {'original': 'dos', 'processado': 'de o'}, {'original': 'deslizamentos', 'processado': 'deslizamento'}, {'original': 'de', 'processado': 'de'}, {'original': 'terra', 'processado': 'terra'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}], 'etapa_5_lista_tokens': ['ver', 'vídeo', 'de o', 'enxurrada', 'e', 'de o', 'deslizamento', 'de', 'terra', 'em', 'petrópoli'], 'etapa_6_texto_final': 'ver vídeo de o enxurrada e de o deslizamento de terra em petrópoli'}","{'sentimento': 'NEU', 'confianca': 0.41}"
862,Jovem Pan,2022-02-15 22:25:00,Fortes chuvas em Petrópolis deixam ao menos 38 mortos,,Fortes chuvas em Petrópolis deixam ao menos 38 mortos ,,"{'etapa_1_limpeza': 'Fortes chuvas em Petrópolis deixam ao menos 38 mortos', 'etapa_2_normalizacao': 'fortes chuvas em petrópolis deixam ao menos 38 mortos', 'etapa_3_entidades': [{'texto': 'petrópolis', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'fortes', 'processado': 'forte'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'em', 'processado': 'em'}, {'original': 'petrópolis', 'processado': 'petrópoli'}, {'original': 'deixam', 'processado': 'deixar'}, {'original': 'ao', 'processado': 'a o'}, {'original': 'menos', 'processado': 'menos'}, {'original': '38', 'processado': '38'}, {'original': 'mortos', 'processado': 'morto'}], 'etapa_5_lista_tokens': ['forte', 'chuva', 'em', 'petrópoli', 'deixar', 'a o', 'menos', '38', 'morto'], 'etapa_6_texto_final': 'forte chuva em petrópoli deixar a o menos 38 morto'}","{'sentimento': 'NEG', 'confianca': 0.6153}"
863,Jovem Pan,2022-02-09 08:35:00,Marco Vinholi nega que São Paulo tenha investido menos em obras contra enchentes: ‘Investimento recorde’,,Marco Vinholi nega que São Paulo tenha investido menos em obras contra enchentes: ‘Investimento recorde’ ,,"{'etapa_1_limpeza': 'Marco Vinholi nega que São Paulo tenha investido menos em obras contra enchentes: ‘Investimento recorde’', 'etapa_2_normalizacao': 'marco vinholi nega que são paulo tenha investido menos em obras contra enchentes: ‘investimento recorde’', 'etapa_3_entidades': [{'texto': 'marco vinholi', 'tipo': 'PER'}, {'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'marco', 'processado': 'marco'}, {'original': 'vinholi', 'processado': 'vinholi'}, {'original': 'nega', 'processado': 'negar'}, {'original': 'que', 'processado': 'que'}, {'original': 'são', 'processado': 'ser'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'tenha', 'processado': 'ter'}, {'original': 'investido', 'processado': 'investir'}, {'original': 'menos', 'processado': 'menos'}, {'original': 'em', 'processado': 'em'}, {'original': 'obras', 'processado': 'obra'}, {'original': 'contra', 'processado': 'contra'}, {'original': 'enchentes', 'processado': 'enchente'}, {'original': 'investimento', 'processado': 'investimento'}, {'original': 'recorde', 'processado': 'recorde'}], 'etapa_5_lista_tokens': ['marco', 'vinholi', 'negar', 'que', 'ser', 'paulo', 'ter', 'investir', 'menos', 'em', 'obra', 'contra', 'enchente', 'investimento', 'recorde'], 'etapa_6_texto_final': 'marco vinholi negar que ser paulo ter investir menos em obra contra enchente investimento recorde'}","{'sentimento': 'NEG', 'confianca': 0.4677}"
