id,site,data,titulo_original,subtitulo_original,texto_original,url,pipeline_nlp,analise_sentimento
134,Jovem Pan,2025-10-20 10:40:00,"Semana em SP começa com queda na temperatura, ventos fortes e possibilidade de chuva",,"Semana em SP começa com queda na temperatura, ventos fortes e possibilidade de chuva ",,"{'etapa_1_limpeza': 'Semana em SP começa com queda na temperatura, ventos fortes e possibilidade de chuva', 'etapa_2_normalizacao': 'semana em sp começa com queda na temperatura, ventos fortes e possibilidade de chuva', 'etapa_3_entidades': [{'texto': 'sp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'semana', 'processado': 'semana'}, {'original': 'em', 'processado': 'em'}, {'original': 'sp', 'processado': 'sp'}, {'original': 'começa', 'processado': 'começar'}, {'original': 'com', 'processado': 'com'}, {'original': 'queda', 'processado': 'queda'}, {'original': 'na', 'processado': 'em o'}, {'original': 'temperatura', 'processado': 'temperatura'}, {'original': 'ventos', 'processado': 'vento'}, {'original': 'fortes', 'processado': 'forte'}, {'original': 'e', 'processado': 'e'}, {'original': 'possibilidade', 'processado': 'possibilidade'}, {'original': 'de', 'processado': 'de'}, {'original': 'chuva', 'processado': 'chuva'}], 'etapa_5_lista_tokens': ['semana', 'em', 'sp', 'começar', 'com', 'queda', 'em o', 'temperatura', 'vento', 'forte', 'e', 'possibilidade', 'de', 'chuva'], 'etapa_6_texto_final': 'semana em sp começar com queda em o temperatura vento forte e possibilidade de chuva'}","{'sentimento': 'NEG', 'confianca': 0.4577}"
135,Jovem Pan,2025-10-18 09:49:00,Frente fria traz risco de tempestades para a maior parte de São Paulo neste sábado,,Frente fria traz risco de tempestades para a maior parte de São Paulo neste sábado ,,"{'etapa_1_limpeza': 'Frente fria traz risco de tempestades para a maior parte de São Paulo neste sábado', 'etapa_2_normalizacao': 'frente fria traz risco de tempestades para a maior parte de são paulo neste sábado', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'frente', 'processado': 'frente'}, {'original': 'fria', 'processado': 'frio'}, {'original': 'traz', 'processado': 'trazer'}, {'original': 'risco', 'processado': 'risco'}, {'original': 'de', 'processado': 'de'}, {'original': 'tempestades', 'processado': 'tempestade'}, {'original': 'para', 'processado': 'para'}, {'original': 'a', 'processado': 'o'}, {'original': 'maior', 'processado': 'grande'}, {'original': 'parte', 'processado': 'parte'}, {'original': 'de', 'processado': 'de'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'neste', 'processado': 'em este'}, {'original': 'sábado', 'processado': 'sábado'}], 'etapa_5_lista_tokens': ['frente', 'frio', 'trazer', 'risco', 'de', 'tempestade', 'para', 'o', 'grande', 'parte', 'de', 'são', 'paulo', 'em este', 'sábado'], 'etapa_6_texto_final': 'frente frio trazer risco de tempestade para o grande parte de são paulo em este sábado'}","{'sentimento': 'NEG', 'confianca': 0.5437}"
136,Jovem Pan,2025-10-13 19:17:00,Defesa Civil alerta para chuvas fortes e ventania em São Paulo nesta semana,,Defesa Civil alerta para chuvas fortes e ventania em São Paulo nesta semana ,,"{'etapa_1_limpeza': 'Defesa Civil alerta para chuvas fortes e ventania em São Paulo nesta semana', 'etapa_2_normalizacao': 'defesa civil alerta para chuvas fortes e ventania em são paulo nesta semana', 'etapa_3_entidades': [{'texto': 'ventania', 'tipo': 'LOC'}, {'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'alerta', 'processado': 'alertar'}, {'original': 'para', 'processado': 'para'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'fortes', 'processado': 'forte'}, {'original': 'e', 'processado': 'e'}, {'original': 'ventania', 'processado': 'ventanio'}, {'original': 'em', 'processado': 'em'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'semana', 'processado': 'semana'}], 'etapa_5_lista_tokens': ['defesa', 'civil', 'alertar', 'para', 'chuva', 'forte', 'e', 'ventanio', 'em', 'são', 'paulo', 'em este', 'semana'], 'etapa_6_texto_final': 'defesa civil alertar para chuva forte e ventanio em são paulo em este semana'}","{'sentimento': 'NEU', 'confianca': 0.543}"
137,Jovem Pan,2025-10-12 09:12:00,Frente fria chega a São Paulo a partir de segunda-feira com chuvas e rajadas de ventos,,Frente fria chega a São Paulo a partir de segunda-feira com chuvas e rajadas de ventos ,,"{'etapa_1_limpeza': 'Frente fria chega a São Paulo a partir de segunda-feira com chuvas e rajadas de ventos', 'etapa_2_normalizacao': 'frente fria chega a são paulo a partir de segunda-feira com chuvas e rajadas de ventos', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'frente', 'processado': 'frente'}, {'original': 'fria', 'processado': 'frio'}, {'original': 'chega', 'processado': 'chegar'}, {'original': 'a', 'processado': 'o'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'a', 'processado': 'a'}, {'original': 'partir', 'processado': 'partir'}, {'original': 'de', 'processado': 'de'}, {'original': 'segunda-feira', 'processado': 'segunda-feira'}, {'original': 'com', 'processado': 'com'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'e', 'processado': 'e'}, {'original': 'rajadas', 'processado': 'rajada'}, {'original': 'de', 'processado': 'de'}, {'original': 'ventos', 'processado': 'vento'}], 'etapa_5_lista_tokens': ['frente', 'frio', 'chegar', 'o', 'são', 'paulo', 'a', 'partir', 'de', 'segunda-feira', 'com', 'chuva', 'e', 'rajada', 'de', 'vento'], 'etapa_6_texto_final': 'frente frio chegar o são paulo a partir de segunda-feira com chuva e rajada de vento'}","{'sentimento': 'NEU', 'confianca': 0.4691}"
138,Jovem Pan,2025-10-10 18:00:00,Defesa Civil emite alerta severo para fortes chuvas em São Paulo,,Defesa Civil emite alerta severo para fortes chuvas em São Paulo ,,"{'etapa_1_limpeza': 'Defesa Civil emite alerta severo para fortes chuvas em São Paulo', 'etapa_2_normalizacao': 'defesa civil emite alerta severo para fortes chuvas em são paulo', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'emite', 'processado': 'emite'}, {'original': 'alerta', 'processado': 'alertar'}, {'original': 'severo', 'processado': 'severo'}, {'original': 'para', 'processado': 'para'}, {'original': 'fortes', 'processado': 'forte'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'em', 'processado': 'em'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}], 'etapa_5_lista_tokens': ['defesa', 'civil', 'emite', 'alertar', 'severo', 'para', 'forte', 'chuva', 'em', 'são', 'paulo'], 'etapa_6_texto_final': 'defesa civil emite alertar severo para forte chuva em são paulo'}","{'sentimento': 'NEU', 'confianca': 0.5119}"
139,Jovem Pan,2025-10-09 10:24:00,São Paulo está em alerta amarelo para perigo de chuvas intensas nesta quinta-feira,,São Paulo está em alerta amarelo para perigo de chuvas intensas nesta quinta-feira ,,"{'etapa_1_limpeza': 'São Paulo está em alerta amarelo para perigo de chuvas intensas nesta quinta-feira', 'etapa_2_normalizacao': 'são paulo está em alerta amarelo para perigo de chuvas intensas nesta quinta-feira', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'está', 'processado': 'estar'}, {'original': 'em', 'processado': 'em'}, {'original': 'alerta', 'processado': 'alerta'}, {'original': 'amarelo', 'processado': 'amarelo'}, {'original': 'para', 'processado': 'para'}, {'original': 'perigo', 'processado': 'perigo'}, {'original': 'de', 'processado': 'de'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'intensas', 'processado': 'intenso'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'quinta-feira', 'processado': 'quinta-feira'}], 'etapa_5_lista_tokens': ['são', 'paulo', 'estar', 'em', 'alerta', 'amarelo', 'para', 'perigo', 'de', 'chuva', 'intenso', 'em este', 'quinta-feira'], 'etapa_6_texto_final': 'são paulo estar em alerta amarelo para perigo de chuva intenso em este quinta-feira'}","{'sentimento': 'NEU', 'confianca': 0.5281}"
140,Jovem Pan,2025-09-25 11:06:00,Sudeste segue com baixas temperaturas e chuva nesta quinta,,Sudeste segue com baixas temperaturas e chuva nesta quinta ,,"{'etapa_1_limpeza': 'Sudeste segue com baixas temperaturas e chuva nesta quinta', 'etapa_2_normalizacao': 'sudeste segue com baixas temperaturas e chuva nesta quinta', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'sudeste', 'processado': 'sudeste'}, {'original': 'segue', 'processado': 'seguir'}, {'original': 'com', 'processado': 'com'}, {'original': 'baixas', 'processado': 'baixa'}, {'original': 'temperaturas', 'processado': 'temperatura'}, {'original': 'e', 'processado': 'e'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'quinta', 'processado': 'quinta'}], 'etapa_5_lista_tokens': ['sudeste', 'seguir', 'com', 'baixa', 'temperatura', 'e', 'chuva', 'em este', 'quinta'], 'etapa_6_texto_final': 'sudeste seguir com baixa temperatura e chuva em este quinta'}","{'sentimento': 'NEG', 'confianca': 0.5466}"
141,Jovem Pan,2025-09-23 09:10:00,Chuva intensa atinge o Sudeste nesta terça-feira,,Chuva intensa atinge o Sudeste nesta terça-feira ,,"{'etapa_1_limpeza': 'Chuva intensa atinge o Sudeste nesta terça-feira', 'etapa_2_normalizacao': 'chuva intensa atinge o sudeste nesta terça-feira', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'chuva', 'processado': 'chuva'}, {'original': 'intensa', 'processado': 'intenso'}, {'original': 'atinge', 'processado': 'atingir'}, {'original': 'o', 'processado': 'o'}, {'original': 'sudeste', 'processado': 'sudeste'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'terça-feira', 'processado': 'terça-feira'}], 'etapa_5_lista_tokens': ['chuva', 'intenso', 'atingir', 'o', 'sudeste', 'em este', 'terça-feira'], 'etapa_6_texto_final': 'chuva intenso atingir o sudeste em este terça-feira'}","{'sentimento': 'NEU', 'confianca': 0.4311}"
142,Jovem Pan,2025-09-21 16:18:00,Defesa Civil de SP emite alerta para tempestades e ventos fortes,,Defesa Civil de SP emite alerta para tempestades e ventos fortes ,,"{'etapa_1_limpeza': 'Defesa Civil de SP emite alerta para tempestades e ventos fortes', 'etapa_2_normalizacao': 'defesa civil de sp emite alerta para tempestades e ventos fortes', 'etapa_3_entidades': [{'texto': 'sp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'de', 'processado': 'de'}, {'original': 'sp', 'processado': 'sp'}, {'original': 'emite', 'processado': 'emite'}, {'original': 'alerta', 'processado': 'alertar'}, {'original': 'para', 'processado': 'para'}, {'original': 'tempestades', 'processado': 'tempestade'}, {'original': 'e', 'processado': 'e'}, {'original': 'ventos', 'processado': 'vento'}, {'original': 'fortes', 'processado': 'forte'}], 'etapa_5_lista_tokens': ['defesa', 'civil', 'de', 'sp', 'emite', 'alertar', 'para', 'tempestade', 'e', 'vento', 'forte'], 'etapa_6_texto_final': 'defesa civil de sp emite alertar para tempestade e vento forte'}","{'sentimento': 'NEU', 'confianca': 0.5112}"
143,Jovem Pan,2025-09-20 08:29:00,Governo de SP amplia controle de água em reservatórios por queda nos níveis e falta de chuvas,,Governo de SP amplia controle de água em reservatórios por queda nos níveis e falta de chuvas ,,"{'etapa_1_limpeza': 'Governo de SP amplia controle de água em reservatórios por queda nos níveis e falta de chuvas', 'etapa_2_normalizacao': 'governo de sp amplia controle de água em reservatórios por queda nos níveis e falta de chuvas', 'etapa_3_entidades': [{'texto': 'sp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'governo', 'processado': 'governo'}, {'original': 'de', 'processado': 'de'}, {'original': 'sp', 'processado': 'sp'}, {'original': 'amplia', 'processado': 'amplia'}, {'original': 'controle', 'processado': 'controle'}, {'original': 'de', 'processado': 'de'}, {'original': 'água', 'processado': 'água'}, {'original': 'em', 'processado': 'em'}, {'original': 'reservatórios', 'processado': 'reservatório'}, {'original': 'por', 'processado': 'por'}, {'original': 'queda', 'processado': 'queda'}, {'original': 'nos', 'processado': 'em o'}, {'original': 'níveis', 'processado': 'nível'}, {'original': 'e', 'processado': 'e'}, {'original': 'falta', 'processado': 'falta'}, {'original': 'de', 'processado': 'de'}, {'original': 'chuvas', 'processado': 'chuva'}], 'etapa_5_lista_tokens': ['governo', 'de', 'sp', 'amplia', 'controle', 'de', 'água', 'em', 'reservatório', 'por', 'queda', 'em o', 'nível', 'e', 'falta', 'de', 'chuva'], 'etapa_6_texto_final': 'governo de sp amplia controle de água em reservatório por queda em o nível e falta de chuva'}","{'sentimento': 'NEG', 'confianca': 0.5365}"
144,Jovem Pan,2025-09-14 23:03:00,Defesa Civil de São Paulo prevê semana crítica para queimadas no Estado,,Defesa Civil de São Paulo prevê semana crítica para queimadas no Estado ,,"{'etapa_1_limpeza': 'Defesa Civil de São Paulo prevê semana crítica para queimadas no Estado', 'etapa_2_normalizacao': 'defesa civil de são paulo prevê semana crítica para queimadas no estado', 'etapa_3_entidades': [{'texto': 'de são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'de', 'processado': 'de'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'prevê', 'processado': 'prever'}, {'original': 'semana', 'processado': 'semana'}, {'original': 'crítica', 'processado': 'crítico'}, {'original': 'para', 'processado': 'para'}, {'original': 'queimadas', 'processado': 'queimada'}, {'original': 'no', 'processado': 'em o'}, {'original': 'estado', 'processado': 'estado'}], 'etapa_5_lista_tokens': ['defesa', 'civil', 'de', 'são', 'paulo', 'prever', 'semana', 'crítico', 'para', 'queimada', 'em o', 'estado'], 'etapa_6_texto_final': 'defesa civil de são paulo prever semana crítico para queimada em o estado'}","{'sentimento': 'NEG', 'confianca': 0.5766}"
145,Jovem Pan,2025-09-09 07:50:00,Ciclone e frente fria levam temporais ao Sul e Sudeste,,Ciclone e frente fria levam temporais ao Sul e Sudeste ,,"{'etapa_1_limpeza': 'Ciclone e frente fria levam temporais ao Sul e Sudeste', 'etapa_2_normalizacao': 'ciclone e frente fria levam temporais ao sul e sudeste', 'etapa_3_entidades': [{'texto': 'ciclone', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'ciclone', 'processado': 'ciclone'}, {'original': 'e', 'processado': 'e'}, {'original': 'frente', 'processado': 'frente'}, {'original': 'fria', 'processado': 'fria'}, {'original': 'levam', 'processado': 'levar'}, {'original': 'temporais', 'processado': 'temporal'}, {'original': 'ao', 'processado': 'a o'}, {'original': 'sul', 'processado': 'sul'}, {'original': 'e', 'processado': 'e'}, {'original': 'sudeste', 'processado': 'sudestir'}], 'etapa_5_lista_tokens': ['ciclone', 'e', 'frente', 'fria', 'levar', 'temporal', 'a o', 'sul', 'e', 'sudestir'], 'etapa_6_texto_final': 'ciclone e frente fria levar temporal a o sul e sudestir'}","{'sentimento': 'NEU', 'confianca': 0.4189}"
146,Jovem Pan,2025-09-08 08:13:00,Defesa Civil emite alerta para risco de queimadas no estado de SP,,Defesa Civil emite alerta para risco de queimadas no estado de SP ,,"{'etapa_1_limpeza': 'Defesa Civil emite alerta para risco de queimadas no estado de SP', 'etapa_2_normalizacao': 'defesa civil emite alerta para risco de queimadas no estado de sp', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'emite', 'processado': 'emite'}, {'original': 'alerta', 'processado': 'alertar'}, {'original': 'para', 'processado': 'para'}, {'original': 'risco', 'processado': 'risco'}, {'original': 'de', 'processado': 'de'}, {'original': 'queimadas', 'processado': 'queimada'}, {'original': 'no', 'processado': 'em o'}, {'original': 'estado', 'processado': 'estado'}, {'original': 'de', 'processado': 'de'}, {'original': 'sp', 'processado': 'sp'}], 'etapa_5_lista_tokens': ['defesa', 'civil', 'emite', 'alertar', 'para', 'risco', 'de', 'queimada', 'em o', 'estado', 'de', 'sp'], 'etapa_6_texto_final': 'defesa civil emite alertar para risco de queimada em o estado de sp'}","{'sentimento': 'NEG', 'confianca': 0.4983}"
147,Jovem Pan,2025-09-05 09:58:00,"Com chegada de nova frente fria, São Paulo deve registrar chuva e baixas temperaturas ao longo do fim de semana",,"Com chegada de nova frente fria, São Paulo deve registrar chuva e baixas temperaturas ao longo do fim de semana ",,"{'etapa_1_limpeza': 'Com chegada de nova frente fria, São Paulo deve registrar chuva e baixas temperaturas ao longo do fim de semana', 'etapa_2_normalizacao': 'com chegada de nova frente fria, são paulo deve registrar chuva e baixas temperaturas ao longo do fim de semana', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'com', 'processado': 'com'}, {'original': 'chegada', 'processado': 'chegada'}, {'original': 'de', 'processado': 'de'}, {'original': 'nova', 'processado': 'novo'}, {'original': 'frente', 'processado': 'frente'}, {'original': 'fria', 'processado': 'frio'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'deve', 'processado': 'dever'}, {'original': 'registrar', 'processado': 'registrar'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'e', 'processado': 'e'}, {'original': 'baixas', 'processado': 'baixo'}, {'original': 'temperaturas', 'processado': 'temperatura'}, {'original': 'ao', 'processado': 'a o'}, {'original': 'longo', 'processado': 'longo'}, {'original': 'do', 'processado': 'de o'}, {'original': 'fim', 'processado': 'fim'}, {'original': 'de', 'processado': 'de'}, {'original': 'semana', 'processado': 'semana'}], 'etapa_5_lista_tokens': ['com', 'chegada', 'de', 'novo', 'frente', 'frio', 'são', 'paulo', 'dever', 'registrar', 'chuva', 'e', 'baixo', 'temperatura', 'a o', 'longo', 'de o', 'fim', 'de', 'semana'], 'etapa_6_texto_final': 'com chegada de novo frente frio são paulo dever registrar chuva e baixo temperatura a o longo de o fim de semana'}","{'sentimento': 'NEU', 'confianca': 0.4951}"
148,Jovem Pan,2025-09-01 10:22:00,Rio de Janeiro e São Paulo podem ter chuva nesta segunda-feira,,Rio de Janeiro e São Paulo podem ter chuva nesta segunda-feira ,,"{'etapa_1_limpeza': 'Rio de Janeiro e São Paulo podem ter chuva nesta segunda-feira', 'etapa_2_normalizacao': 'rio de janeiro e são paulo podem ter chuva nesta segunda-feira', 'etapa_3_entidades': [{'texto': 'rio de janeiro', 'tipo': 'LOC'}, {'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'rio', 'processado': 'rio'}, {'original': 'de', 'processado': 'de'}, {'original': 'janeiro', 'processado': 'janeiro'}, {'original': 'e', 'processado': 'e'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'podem', 'processado': 'poder'}, {'original': 'ter', 'processado': 'ter'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'segunda-feira', 'processado': 'segunda-feira'}], 'etapa_5_lista_tokens': ['rio', 'de', 'janeiro', 'e', 'são', 'paulo', 'poder', 'ter', 'chuva', 'em este', 'segunda-feira'], 'etapa_6_texto_final': 'rio de janeiro e são paulo poder ter chuva em este segunda-feira'}","{'sentimento': 'NEU', 'confianca': 0.6177}"
149,Jovem Pan,2025-08-29 09:18:00,Sudeste terá chuvas e ventos fortes nesta sexta-feira,,Sudeste terá chuvas e ventos fortes nesta sexta-feira ,,"{'etapa_1_limpeza': 'Sudeste terá chuvas e ventos fortes nesta sexta-feira', 'etapa_2_normalizacao': 'sudeste terá chuvas e ventos fortes nesta sexta-feira', 'etapa_3_entidades': [{'texto': 'sudeste', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'sudeste', 'processado': 'sudestir'}, {'original': 'terá', 'processado': 'ter'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'e', 'processado': 'e'}, {'original': 'ventos', 'processado': 'vento'}, {'original': 'fortes', 'processado': 'forte'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'sexta-feira', 'processado': 'sexta-feira'}], 'etapa_5_lista_tokens': ['sudestir', 'ter', 'chuva', 'e', 'vento', 'forte', 'em este', 'sexta-feira'], 'etapa_6_texto_final': 'sudestir ter chuva e vento forte em este sexta-feira'}","{'sentimento': 'NEU', 'confianca': 0.5322}"
150,Jovem Pan,2025-08-26 08:56:00,"São Paulo pode enfrentar chuva e região Sul, continua com baixas temperaturas nesta terça-feira",,"São Paulo pode enfrentar chuva e região Sul, continua com baixas temperaturas nesta terça-feira ",,"{'etapa_1_limpeza': 'São Paulo pode enfrentar chuva e região Sul, continua com baixas temperaturas nesta terça-feira', 'etapa_2_normalizacao': 'são paulo pode enfrentar chuva e região sul, continua com baixas temperaturas nesta terça-feira', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'pode', 'processado': 'poder'}, {'original': 'enfrentar', 'processado': 'enfrentar'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'e', 'processado': 'e'}, {'original': 'região', 'processado': 'região'}, {'original': 'sul', 'processado': 'sul'}, {'original': 'continua', 'processado': 'continuar'}, {'original': 'com', 'processado': 'com'}, {'original': 'baixas', 'processado': 'baixo'}, {'original': 'temperaturas', 'processado': 'temperatura'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'terça-feira', 'processado': 'terça-feira'}], 'etapa_5_lista_tokens': ['são', 'paulo', 'poder', 'enfrentar', 'chuva', 'e', 'região', 'sul', 'continuar', 'com', 'baixo', 'temperatura', 'em este', 'terça-feira'], 'etapa_6_texto_final': 'são paulo poder enfrentar chuva e região sul continuar com baixo temperatura em este terça-feira'}","{'sentimento': 'NEU', 'confianca': 0.4477}"
151,Jovem Pan,2025-08-25 08:57:00,Calor segue no Sudeste e acumulado de chuva pode chegar a 60 mm no Norte nesta segunda-feira,,Calor segue no Sudeste e acumulado de chuva pode chegar a 60 mm no Norte nesta segunda-feira ,,"{'etapa_1_limpeza': 'Calor segue no Sudeste e acumulado de chuva pode chegar a 60 mm no Norte nesta segunda-feira', 'etapa_2_normalizacao': 'calor segue no sudeste e acumulado de chuva pode chegar a 60 mm no norte nesta segunda-feira', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'calor', 'processado': 'calor'}, {'original': 'segue', 'processado': 'seguir'}, {'original': 'no', 'processado': 'em o'}, {'original': 'sudeste', 'processado': 'sudeste'}, {'original': 'e', 'processado': 'e'}, {'original': 'acumulado', 'processado': 'acumular'}, {'original': 'de', 'processado': 'de'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'pode', 'processado': 'poder'}, {'original': 'chegar', 'processado': 'chegar'}, {'original': 'a', 'processado': 'a'}, {'original': '60', 'processado': '60'}, {'original': 'mm', 'processado': 'mm'}, {'original': 'no', 'processado': 'em o'}, {'original': 'norte', 'processado': 'norte'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'segunda-feira', 'processado': 'segunda-feira'}], 'etapa_5_lista_tokens': ['calor', 'seguir', 'em o', 'sudeste', 'e', 'acumular', 'de', 'chuva', 'poder', 'chegar', 'a', '60', 'mm', 'em o', 'norte', 'em este', 'segunda-feira'], 'etapa_6_texto_final': 'calor seguir em o sudeste e acumular de chuva poder chegar a 60 mm em o norte em este segunda-feira'}","{'sentimento': 'NEU', 'confianca': 0.5267}"
152,Jovem Pan,2025-08-20 09:29:00,Ciclone e frente fria levam temporais e ventos fortes para a região Sul,,Ciclone e frente fria levam temporais e ventos fortes para a região Sul ,,"{'etapa_1_limpeza': 'Ciclone e frente fria levam temporais e ventos fortes para a região Sul', 'etapa_2_normalizacao': 'ciclone e frente fria levam temporais e ventos fortes para a região sul', 'etapa_3_entidades': [{'texto': 'ciclone', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'ciclone', 'processado': 'ciclone'}, {'original': 'e', 'processado': 'e'}, {'original': 'frente', 'processado': 'frente'}, {'original': 'fria', 'processado': 'fria'}, {'original': 'levam', 'processado': 'levar'}, {'original': 'temporais', 'processado': 'temporal'}, {'original': 'e', 'processado': 'e'}, {'original': 'ventos', 'processado': 'vento'}, {'original': 'fortes', 'processado': 'forte'}, {'original': 'para', 'processado': 'para'}, {'original': 'a', 'processado': 'o'}, {'original': 'região', 'processado': 'região'}, {'original': 'sul', 'processado': 'sul'}], 'etapa_5_lista_tokens': ['ciclone', 'e', 'frente', 'fria', 'levar', 'temporal', 'e', 'vento', 'forte', 'para', 'o', 'região', 'sul'], 'etapa_6_texto_final': 'ciclone e frente fria levar temporal e vento forte para o região sul'}","{'sentimento': 'NEU', 'confianca': 0.4591}"
153,Jovem Pan,2025-08-12 20:37:00,Chuva de meteoros ‘Perseidas’ terá pico nesta semana; saiba como e quando observar,,Chuva de meteoros ‘Perseidas’ terá pico nesta semana; saiba como e quando observar ,,"{'etapa_1_limpeza': 'Chuva de meteoros ‘Perseidas’ terá pico nesta semana; saiba como e quando observar', 'etapa_2_normalizacao': 'chuva de meteoros ‘perseidas’ terá pico nesta semana; saiba como e quando observar', 'etapa_3_entidades': [{'texto': 'saiba', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'chuva', 'processado': 'chuva'}, {'original': 'de', 'processado': 'de'}, {'original': 'meteoros', 'processado': 'meteoro'}, {'original': 'perseidas', 'processado': 'perseida'}, {'original': 'terá', 'processado': 'ter'}, {'original': 'pico', 'processado': 'pico'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'semana', 'processado': 'semana'}, {'original': 'saiba', 'processado': 'saber'}, {'original': 'como', 'processado': 'como'}, {'original': 'e', 'processado': 'e'}, {'original': 'quando', 'processado': 'quando'}, {'original': 'observar', 'processado': 'observar'}], 'etapa_5_lista_tokens': ['chuva', 'de', 'meteoro', 'perseida', 'ter', 'pico', 'em este', 'semana', 'saber', 'como', 'e', 'quando', 'observar'], 'etapa_6_texto_final': 'chuva de meteoro perseida ter pico em este semana saber como e quando observar'}","{'sentimento': 'NEU', 'confianca': 0.5426}"
